AFF_LOVE_POINT	Liebespunkte: %d%%
GAME_INIT_ERROR_DIRECTX	DirectX 8.1 muss installiert sein, damit das Spiel ausgeführt werden kann.\nInstalliere DirectX 8.1 oder höher.
GAME_INIT_ERROR_GRAPHICS_BAD_PERFORMANCE	Kein Grafikgerät für das Ausführen des Spiels gefunden. \nÜberprüfe, ob deine VGA-Karte korrekt installiert ist.
GAME_INIT_ERROR_GRAPHICS_NOT_EXIST	Grafikgerät konnte nicht erstellt werden.\nÜberprüfe, ob du über eine VGA-Karte verfügst.\nAlternativ kannst du die Hardware-Beschleunigung aktivieren.\n(Setze die Hardware-Beschleunigung auf Maximum \nSystemsteuerung->Anzeige->Einstellungen->Erweitert->Registerkarte Problembehandlung)
GAME_INIT_ERROR_GRAPHICS_NOT_SUPPORT_32BIT	Die Grafikkarte des PCs unterstützt keinen Fenstermodus im 32bit-Modus.\nWechsel zum 16bit-Modus oder verwende den Vollbildmodus.
GAME_INIT_ERROR_ITEM_PROTO	Keine Gegenstandsdaten vorhanden.\nInstalliere das Spiel neu.
GAME_INIT_ERROR_MAIN_WINDOW	Hauptfenster konnte nicht erstellt werden.
GAME_INIT_ERROR_MOB_PROTO	Keine Monsterdaten vorhanden.\nInstalliere das Spiel neu.
GAME_INIT_ERROR_NETWORK	Netzwerkgerät konnte nicht erstellt werden.\nÜberprüfe die Internet-Verbindung.
GUILDMARK_UPLOADER_ERROR_128_HEIGHT	Höhe beträgt nicht 128 Pixel
GUILDMARK_UPLOADER_ERROR_12_HEIGHT	Höhe beträgt nicht 12 Pixel
GUILDMARK_UPLOADER_ERROR_16_WIDTH	Breite beträgt nicht 16 Pixel
GUILDMARK_UPLOADER_ERROR_64_WIDTH	Breite beträgt nicht 64 Pixel
GUILDMARK_UPLOADER_ERROR_FILE_FORMAT	Das Spiel unterstützt dieses Bild nicht.
GUILDMARK_UPLOADER_ERROR_PATH	Verschiebe die Dateien in den Ordner metin2/upload.
GUILDMARK_UPLOADER_ERROR_SELECT	Keine Bilddatei ausgewählt.
SKILL_GRADE_NAME_MASTER	%s Meister
JANUARY	Januar	
ITEM_DROP_EVENT	Drop event von Gegenständen: %d%%	
MISSION_STATUS_ACTIVE	|cff00ff00Status: Aktiv	
MISSION_STATUS_DONE	|cff00ff00Status: Abgeschlossen	
MISSION_STATUS_NOT_ACTIVE	|cffff0000Status: ¡Nicht aktiviert!	
MULTI_FARM_ACTIVE_CHAT	|cff00A8EB[Multi-Farm]|r |cffFFFFFF Dieser Charakter hat den Drop aktiv!
MULTI_FARM_ACTIVE_TEXT	Möchtest du den Multi-Farm aktivieren?	
MULTI_FARM_DEACTIVE_CHAT	|cff00A8EB[Multi-Farm]|r |cffFFFFFF Du hast den Drop für diesen Charakter deaktiviert!|r
MULTI_FARM_TEXT	|Eemoji/key_lclick|eClick to ON/OFF Multi-Farm.	
OFFLINESHOP_LOG_TEXT	|cffe5d500%s|r date |cffe5d500%s[%sYang]|r Artikel kaufen von |cffe5d500%s|r
OFFLINESHOP_LOG_TEXT_COUNT	|cffe5d500%s|r date |cffe5d500x%d%s[%s] Yang|r Artikel kaufen von |cffe5d500%s|r
PURCHASES_PRICE_TEXT	|Eishop/mini_coin|e |cfff7bd48%s dragon coins	
RARITY_BROKEN_TEXT	|cffFF5D5DBroken Item|r\mAn der Gegenstand, den Sie ausgerüstet haben, kaputt ist, reparieren Sie ihn	
RARITY_LOW_TEXT	|cffFFC800An Artikel ist kurz vor dem Bruch |r\mSie haben ein Objekt mit%d%% Use\m Reparieren Sie es, bevor es kaputt geht	
RED_KINGDOM	|cFFFBB497Shinsoo:|h|r	
TOOLTIP_RENDER_TARGET	|Eemoji/key_shift|e - |Eemoji/key_x|e - |Eemoji/key_lclick|e - Vorschau
RENDER_MOVE_TEXT	Verschieben - |Eemoji/key_right_new|e
RENDER_WHEEL_TEXT	Vergrößern - |Eemoji/key_wheel|e
SHOP_NOT_ENOUGH_LUCKY	Sie haben keinen Anspruch mehr darauf.
MISSION_STATUS_COUNT	|cffF6A800|Eemoji/e_wiki|e Status:|r %d/%d
MISSION_TYPE_NAME	|cffF6A800|Eemoji/e_wiki|e Type:|r %s
MISSION_TYPE_SPECIAL	|cffF6A800|Eemoji/e_wiki|e Type:|r %s
MISSION_EXP	|cffF6A800|Eemoji/e_wiki|e EXP:|r %s ~ %s
MISSION_GOLD	|cffF6A800|Eemoji/e_wiki|e Gold:|r %s ~ %s
MISSION_LEFTTIME	|cffF6A800|Eemoji/e_wiki|e Left Time:|r %s
MISSION_END_TIME	|cffF6A800|Eemoji/e_wiki|e End Time:|r %s
MISSION_REWARD_TITLE	|cffF6A800Reward:|r
EMOJI_SELL_ITEMS	verkaufe: |Eemoji/key_ctrl|e + |Eemoji/key_rclick|e
SELL_PRICE_INFO	[verkaufs Preis]
SELL_PRICE_INFO_PCS	Stück: %s
SELL_PRICE_INFO_ALL	Alle: %s
BUFFI_TOOLTIP_INFO	Dieses Siegel beschwört einen Schamanen mit der Fähigkeit Drachenschamane. Eine Schriftrolle mit dem Spitznamen (Buffi) schaltet die Fähigkeiten des Heilschamanen frei. Die Fertigkeiten werden auf deinem Charakter gespeichert, nicht auf dem Buffi-Siegel.
BUFFI_TOOLTIP_INFO2	Buffi Kostüme bietet keinen Bonus.
EVENTBTNMAP	Eventkalender
DS_SET_INFO	Aktiviere 6 Drachensteine +6, um die folgenden Boni zu erhalten:
AFFECT_THIEF	Diebeshandschuhe	SNA
AFFECT_EXP	Erfahrungsring	SNA
ITEMSHOP_3RDSHOP_COIN	AP's	
ITEMSHOP_3RDSHOP_COINS	%d AP's	
ITEMSHOP_3RDSHOP_NAME	Anderer Shop	
ITEMSHOP_ACCEPT_CHANGE_PRICE	Ok	
ITEMSHOP_ADD_DISCOUNT_DISCOUNT_TITLE	Rabatt:	
ITEMSHOP_ADD_DISCOUNT_HOUR	h	
ITEMSHOP_ADD_DISCOUNT_MINUTE	m	
ITEMSHOP_ADD_DISCOUNT_SECOND	s	
ITEMSHOP_ADD_DISCOUNT_TITLE1	Rabatt auf alle Kategorien anwenden:	
ITEMSHOP_ADD_ITEM_ACCEPT_TEXT_BUTTON	AKZEPTIEREN	
ITEMSHOP_ADD_ITEM_BONUS_TITLE	Bonus	
ITEMSHOP_ADD_ITEM_CATEGORY_TITLE	Kategorie:	
ITEMSHOP_ADD_ITEM_PRICE_TITLE	Preis:	
ITEMSHOP_ADD_ITEM_RESET_TEXT_BUTTON	Zurücksetzen	
ITEMSHOP_ADD_ITEM_STONE_TITLE	Stein	
ITEMSHOP_ADD_ITEM_VALUE_TITLE	Wert	
ITEMSHOP_ADD_ITEM_VNUM_TITLE	VNUM:	
ITEMSHOP_ADMIN_PANEL_ADD_DISCOUNTS_TEXT_BUTTON	Rabatte hinzufügen	
ITEMSHOP_ADMIN_PANEL_ADD_DISCOUNTS_TOOLTIP_BUTTON	Hinzufügen von Rabatten mit Zeit zu einem Artikel.	
ITEMSHOP_ADMIN_PANEL_ADD_ITEMS_TEXT_BUTTON	Artikel hinzufügen	
ITEMSHOP_ADMIN_PANEL_ADD_ITEMS_TOOLTIP_BUTTON	Fügen Sie dem Shop neue Artikel hinzu.	
ITEMSHOP_ADMIN_PANEL_NAME	GM Zone	
ITEMSHOP_ADMIN_PANEL_RETURN_TOOLTIP_BUTTON	Zurück	
ITEMSHOP_ADMIN_PANEL_TITLE	Verwaltung	
ITEMSHOP_BEST_WHEEL_PRIZES	Besten Preise	
ITEMSHOP_BUY	Kaufen	
ITEMSHOP_BUY_BUTTON	Kaufen %d (%s)	
ITEMSHOP_BUY_COIN	Startseite	
ITEMSHOP_BUY_ITEM_WITHOUT_AMOUNT_QUESTION	Möchtest du %s by %d %s kaufen?	
ITEMSHOP_BUY_ITEM_WITH_AMOUNT_QUESTION	Möchtest du %sx %s by %d %s kaufen?	
ITEMSHOP_BUY_TEXT	Möchtest du |cffF7BD48%s|r kaufen?	
ITEMSHOP_BUY_TEXT_COUNT	Möchtest du |cffF7BD48%sx%d|r kaufen?	
ITEMSHOP_CANCEL_CHANGE_PRICE	abbrechen	
ITEMSHOP_CATEGORY_DISCOUNT_QUESTION	Sind Sie sicher, dass Sie einen Rabatt von %d%% in dieser Kategorie %dH, %dM und %dS?	
ITEMSHOP_CHANGE_PRICE_QUESTION	Sind Sie sicher, dass Sie den Preis für diesen Artikel ändern möchten?	
ITEMSHOP_CHANGE_PRICE_TOOLTIP_BUTTON	Preis ändern	
ITEMSHOP_COINS	COINS:	
ITEMSHOP_COUNT	Amount	
ITEMSHOP_DATE	Date: %s	
ITEMSHOP_DELETE_ITEM_QUESTION	Sind Sie sicher, dass Sie dieses Element beseitigen wollen?	
ITEMSHOP_DELETE_ITEM_TOOLTIP_BUTTON	Element eliminieren	
ITEMSHOP_DISCOUNT_WEEK	Ermäßigungen der Woche	
ITEMSHOP_DRAGONCOINT	Dragon Coins	
ITEMSHOP_DRSSHOP_COIN	VC's	
ITEMSHOP_DRSSHOP_NAME	-	
ITEMSHOP_HOME_NAME	home	
ITEMSHOP_HOTITEMS	FORTUNE WHEEL	
ITEMSHOP_HOUR	Hours	
ITEMSHOP_HOURS_MINUTES_SECONDS	%dH %dM %dS	
ITEMSHOP_ISHOP_COIN	MD's	
ITEMSHOP_ISHOP_NAME	Shop	
ITEMSHOP_ITEMSEARCH_DEFAULT_TEXT	Suche im itemshop ...	
ITEMSHOP_ITEM_AMOUNT	Du.	
ITEMSHOP_ITEM_DISCOUNT_QUESTION	Sind Sie sicher, dass Sie einen Rabatt von %of %to %s für %dH, %dM und %dS?	
ITEMSHOP_LAST_COUNT	Remaining amount: %d	
ITEMSHOP_LAST_DISCOUNTS	Last Discouts	
ITEMSHOP_LOAD	Loading data ...	
ITEMSHOP_LOGS_NAME	Logs	
ITEMSHOP_MAIN_BUTTON	Start	
ITEMSHOP_MOST_BOUGHT_ITEMS	Most Bought Items	
ITEMSHOP_NEW_PRICE_TITLE	New price:	
ITEMSHOP_OFFERS	|Eishop/offer|e OFFERS	
ITEMSHOP_PRICE	Price	
ITEMSHOP_PRICE_NEW	|Eishop/mini_coin|e %s Coins	
ITEMSHOP_PRICE_ONLY_TEXT	%s Coins	
ITEMSHOP_PRICE_TITLE_BOX	Price: %d %s	
ITEMSHOP_PRICE_WITH_DISCOUNT	|Eishop/mini_coin|e |cffFF7B7B%s Coins (%d%%)	
ITEMSHOP_PURCHASES	SHOPPING	
ITEMSHOP_SEARCH_TEXT	Seek...	
ITEMSHOP_SEARCH_TOOLTIP_BUTTON	Seek	
ITEMSHOP_SHOP_BUTTON	Item store	
ITEMSHOP_SHOP_TITLE	Shop:	
ITEMSHOP_TITLE_NAME	Item Shop	
ITEMSHOP_TITLE_PANEL	Item Shop	
ITEMSHOP_TOP_SELL	Meistverkaufte Objekte	
ITEMSHOP_UPDATE_COINS_TOOLTIP_BUTTON	Münzen aktualisieren	
ITEMSHOP_WHEEL	Buy Coins	
ITEMSHOP_WHEEL_BACK_ISHOP	Zurück zum Itemshop	
ITEMSHOP_WHEEL_COIN_TEXT	 |Eishop/coin|e    Price: 10 Coins	
ITEMSHOP_WHEEL_COIN_TEXT_INFO	Du verwendest |cffF7BD48Coins|r zum drehen.	
ITEMSHOP_WHEEL_NAME	Fate wheel	
ITEMSHOP_WHEEL_PRICE1	Preis	
ITEMSHOP_WHEEL_PRICE2	10 coins	
ITEMSHOP_WHEEL_PURCHASE	|Eishop/wheel_icon|e  |cffF7BD48Fortune roulette|r	
ITEMSHOP_WHEEL_SKIP_ANIMATION	Skip animation	
ITEMSHOP_WHEEL_TICKET_TEXT	|Eishop/wheel_ticket|e x1 ticket	
ITEMSHOP_WHEEL_TICKET_TEXT_INFO	Du verwendest |cffF7BD48Roulette ticket|r zum drehen.	
REWARD_115	Erster Level 115
REWARD_PET_115	Erster Pet Level 115
REWARD_120	Erster Level 120
REWARD_LEGENDARY_SKILL	Erster Legendärer Skill
REWARD_LEGENDARY_SKILL_SET	Erstes legendäres Fertigkeitenset
REWARD_THANDRUIL	Erster Tranduil Solo
REWARD_HYDRA	Erste Hydra Solo
REWARD_MELEY	Erste Meley Solo
REWARD_OFFLINESHOP_SLOT	Zuerst alle Offline Shop Slots freigeschaltet
REWARD_INVENTORY_SLOT	Erster alle normalen/speziellen Inventarplätze freigeschaltet
REWARD_AVERAGE	Erste 60 DSS auf einer 75 Waffe
REWARD_ELEMENT	Erster Elementtalisman
REWARD_BATTLEPASS	Erster vollständiger Battlepass
REWARD_CUSTOM_SASH	Erstes Kostümband
REWARD_AURA	Erste Erleuchtete Traumseele
REWARD_ENERGY	Erster Energiekristall
REWARD_112_BIO	Erste abgeschlossene 112 Bio Quest
REWARD_120_BIO	Erste abgeschlossene 120 Bio Quest
REWARD_LEADER_SHIP	Erster Führung auf Legendär
REWARD_BUFFI_LEGENDARY_SKILL	Erster Buffi Legendärer Skill
REWARD_WINDOW_TITLE	Belohnungsfester
Solana2_POINTS	Vidra Punkte
JOTUN_DUNGEON	Jotun Thrym
NEW_EXCHANGE_ADDED	%s added %s.
NEW_EXCHANGE_YOU_READY	%s You are ready to trade.
NEW_EXCHANGE_YOU_ACCEPT	%s You accept the trade.
NEW_EXCHANGE_ACCEPT	%s %s accept the trade.
NEW_EXCHANGE_YOU_ABORT	%s You abort the trade.
NEW_EXCHANGE_ABORT	%s %s abort the trade.
NEW_EXCHANGE_LEVEL	Lv. %d
NEW_EXCHANGE_ALERT1	You are giving things away for nothing in exchange,
NEW_EXCHANGE_ALERT2	and won't be able to get the Yang or items back.
EXCHANGE_TITLE	Trade with %s
EXCHANGE_TITLE_LEVEL	Trade with %s (%d)
NEW_AFFECT_CRYSTAL	Energiekristall	SNA
SEARCH_EMPTY_RESULT	No items were found for these search options.
SEARCH_NEED_SLOW	You need be slow...
WIKI_CUBE_INFO	Item Costs of %s
WIKI_COST	Costs
DUNGEON_TRACK_TITLE	[] Dungeon Info
DUNGEON_TRACK_NOTIFICATION	%s#ist verfügbar
DUNGEON_TRACK_CHECKBOX	Sende eine Benachrichtigung, wenn du diesen Kerker wieder betreten kannst.
DUNGEON_TRACK_LEVEL_INFO	Erforderliches Niveau:
DUNGEON_TRACK_GROUP_INFO	Gruppenanfrage:
DUNGEON_TRACK_COOLDOWN_INFO	Abklingzeit:
DUNGEON_TRACK_TICKET_INFO	Passage Ticket
DUNGEON_TRACK_SHOP_INFO	Kerker-Shop
DUNGEON_TRACK_TELEPORT_ENTER	Teleport in den Kerker.
DUNGEON_TRACK_WARP	Teleportiere dich zum Dungeon-Eingangs-NPC.
DUNGEON_TRACK_TEST	Teste, ob du den Dungeonboss töten kannst, ohne das Eintrittsticket zu bezahlen. Die polymorphe Murmel ist kostenlos nutzbar.
DUNGEON_TRACK_PERSONAL_STATISTICS	Persönliche Statistik
DUNGEON_TRACK_RANK_COMPLETED	Ranglisten: Insgesamt abgeschlossen
DUNGEON_TRACK_RANK_FASTEST	Ranglisten: Schnellste Zeit
DUNGEON_TRACK_RANK_DMG	Ranglisten: Max. Schaden an Boss
DUNGEON_TRACK_COMPLETED	Abgeschlossen:
DUNGEON_TRACK_FASTEST	Am schnellsten:
DUNGEON_TRACK_DMG	Maximaler Schaden am Boss:
DUNGEON_TRACK_SLOW_INFO	Bitte machen Sie langsam.
DUNGEON_TRACK_TRUE	Wahr
DUNGEON_TRACK_FALSE	Falsch
DUNGEON_TRACK_MOVE_UP	Aufsteigen
DUNGEON_TRACK_MOVE_DOWN	Nach unten bewegen
DUNGEON_TRACK_HIDE	Ausblenden
DUNGEON_TRACK_DEACTIVE	Deaktiviert
DUNGEON_TRACK_ACTIVE	Verfügbar
DUNGEON_TRACK_WHISPER_MESSAGE	%s ist fertig.
DUNGEON_TRACK_HIGH_LEVEL	Hohes Niveau
DUNGEON_TRACK_LOW_LEVEL	Niedriges Niveau
DUNGEON_TRACK_RANK_INDEX	Rang
DUNGEON_TRACK_RANK_NAME	Name
DUNGEON_TRACK_RANK_LEVEL	Ebene
DUNGEON_TRACK_RANK_COMPLETED_TITLE	Insgesamt Abgeschlossen
DUNGEON_TRACK_RANK_FASTEST_TITLE	Schnellste Zeit
DUNGEON_TRACK_RANK_DMG_TITLE	Maximaler Schaden am Boss
NEW_SYSTEM	----------------------------------------------------------------------------ENABLE_YOHARA_SYSTEM
STAT_TOOLTIP_ACTION	Actions
STAT_TOOLTIP_DODGE_PER	Chance to avoid arrows
STAT_TOOLTIP_EXP	EXP
STAT_TOOLTIP_HP	HP
STAT_TOOLTIP_LEVEL	Level
STAT_TOOLTIP_MAG_ATT	Magic attack value
STAT_TOOLTIP_MAG_DEF	Magical defence
STAT_TOOLTIP_MOVE_SPEED	Movement speed
STAT_TOOLTIP_PASSIVE	Relic Bonus
STAT_TOOLTIP_POINT	Points
STAT_TOOLTIP_REACTION	Reactions
STAT_TOOLTIP_SHP	You will receive a smaller deduction on your maximum HP on Yohara.
STAT_TOOLTIP_SIMMUNE	You will receive a smaller deduction on your resistance to status changes on Yohara.
STAT_TOOLTIP_SMOVE	You will receive a smaller deduction on your movement speed on Yohara.
STAT_TOOLTIP_SP	SP
STAT_TOOLTIP_SPECIAL_ACTION	Special Actions
STAT_TOOLTIP_SSTR	You will receive a smaller damage deduction on your attacks on Yohara.
STAT_TOOLTIP_STAT	Values
STAT_TOOLTIP_SUPPORT_SKILL	Secondary Skills
STAT_TOOLTIP_TAB_CHARACTER	Character
STAT_TOOLTIP_TAB_EMOTICON	Emotions
STAT_TOOLTIP_TAB_QUEST	Quests
STAT_TOOLTIP_TAB_SKILL	Skills
TOOLTIP_HIT_PCT	Precision +%d	SA
TOOLTIP_APPLY_RESIST_MOUNT_FALL	Fall Resistance +%d%%	SA
TOOLTIP_APPLY_MONSTER_DEFEND_BONUS	Resistance to monster attacks %d	SA
TOOLTIP_APPLY_ATTBONUS_ELEMENT	Elemental Power +%d%%	SA
NEW_SYSTEM	----------------------------------------------------------------------------
SELECT_NOT_JOIN_GUILD	No Guild
MESSENGER_TEAM_GROUP_NAME	Team
MESSENGER_TITLE	Messenger
MESSENGER_WHISPER	Whisper
MESSENGER_MOBILE	Mobile
MESSENGER_DELETE_FRIEND	Delete Friend
MESSENGER_OPEN_GUILD	Open Guild
LOGIN_FAILURE_BLOCK_ROUTHER	Your PC is Blocked, Please contact on Discord: uffo007
BUFF_AFFECT_REMOVE_QUESTION	Sind Sie sicher, dass Sie Folgendes entfernen möchten %s?
NEW_AFFECT_AUTO_HUNT	Auto Hunt	SNA
NEW_AFFECT_AUTO_METIN_FARM	Premium Metinfarm	SNA
